"Twn Num","Twn Dir","Rng Num","Rng Dir","Sec","Quarter","Lib Num","API Num","Operator","Well Name","Field","Type","State","County","Photos","Thin Sec","Analysis","Latitude","Longitude","Source","Security Flag","Formation","Age","Min Depth","Max Depth"
"53","N","82","W","26","NWSW","S779","4901920438","LADD PETROLEUM","1 FEDERAL ANADARKO","WILDCAT","FULL","WY","JOHNSON","T","F","F","44.53402","-106.70673","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","SHANNON","CRET","9140","9163"
"3","N","92","W","7",,"T152",,"USGS","D-1",,"FULL - DISCONTINUOUS SEGMENTS","CO","MOFFAT","F","F","F","40.2442","-107.7565",,"NO SPECIAL RESTRICTIONS",,,"488","498"
"8","N","66","W","28","NWSESE","S781","0512305502","CALIFORNIA OIL","1 LEE RAY WALKER","PIERCE","SLABBED","CO","WELD","T","F","F","40.6275","-104.77533","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","LYONS","PERM","9198","9290"
"54","N","69","W","11","NESE","S782","4900506016","ARROWHEAD EXPL","1 BROWN ARROWHEAD","WILDCAT","FULL","WY","CAMPBELL","F","F","T","44.67585","-105.10903","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MINNELUSA","PENN","7205","7515"
"8","N","66","W","26","NWNWNW","S784","0512305520","CALIFORNIA OIL","1 UPRR PIERCE TOWNSITE","PIERCE","FULL","CO","WELD","T","F","F","40.63853","-104.75179","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","LYONS","PERM","9145","9238"
"36","N","36","E","24","SENE","S785","2510521355","PHILLIPS PETROLEUM","1-24 THOENY FEDERAL A","WILDCAT","SLABBED","MT","VALLEY","F","F","F","48.868131","-106.945601","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","SPEARFISH","TRIA","4508","4509"
"36","N","36","E","24","SENE","S785","2510521355","PHILLIPS PETROLEUM","1-24 THOENY FEDERAL A","WILDCAT","SLABBED","MT","VALLEY","F","F","F","48.868131","-106.945601","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MISSION CANYON","MISS","4515","4568"
"31","N","81","W","16","NENESW","S786","4902520601","CRIMM CA & WP SEVERN","2 STATE","BATES CREEK","FULL","WY","NATRONA","T","F","F","42.65405","-106.55223","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","FRONTIER","CRET","1190","1207"
"27","N","16","W","27","NE","S788","3515121392","IREX CORPORATION","1 OLIE SMITHSON","NORTHWEST AVARD","SLABBED","OK","WOODS","T","F","T","36.794039","-98.903786","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","WOODFORD","DEVO","6490","6525"
"55","N","69","W","36","SWNE","S791","4900525194","GALLAGHER VICTOR R","1 GILLMORE STATE","WILDCAT","SLABBED","WY","CAMPBELL","F","F","F","44.70931","-105.09269","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MINNELUSA","PENN","6933","6986"
"55","N","77","W","11",,"S794",,"USGS-WRD","1 NORTHERN GREAT PLAINS PROJ",,"FULL","WY","SHERIDAN","F","F","T","44.75677","-106.09353","CENTER OF SECTION","NO SPECIAL RESTRICTIONS","FORT UNION","TERT","1100","1125"
"55","N","77","W","11",,"S794",,"USGS-WRD","1 NORTHERN GREAT PLAINS PROJ",,"FULL","WY","SHERIDAN","F","F","T","44.75677","-106.09353","CENTER OF SECTION","NO SPECIAL RESTRICTIONS","FORT UNION","TERT","2110","2126"
"55","N","77","W","11",,"S794",,"USGS-WRD","1 NORTHERN GREAT PLAINS PROJ",,"FULL","WY","SHERIDAN","F","F","T","44.75677","-106.09353","CENTER OF SECTION","NO SPECIAL RESTRICTIONS","FORT UNION","TERT","2460","2479"
"55","N","77","W","11",,"S794",,"USGS-WRD","1 NORTHERN GREAT PLAINS PROJ",,"FULL","WY","SHERIDAN","F","F","T","44.75677","-106.09353","CENTER OF SECTION","NO SPECIAL RESTRICTIONS","LANCE","CRET","3192","3216"
"55","N","77","W","11",,"S794",,"USGS-WRD","1 NORTHERN GREAT PLAINS PROJ",,"FULL","WY","SHERIDAN","F","F","T","44.75677","-106.09353","CENTER OF SECTION","NO SPECIAL RESTRICTIONS","FOX HILLS","CRET","4159","4184"
"55","N","77","W","11",,"S794",,"USGS-WRD","1 NORTHERN GREAT PLAINS PROJ",,"FULL","WY","SHERIDAN","F","F","T","44.75677","-106.09353","CENTER OF SECTION","NO SPECIAL RESTRICTIONS","PIERRE","CRET","4490","4497"
"57","N","67","W","23","SWSW","S797","4901106138","AMERADA HESS CORP","1 UNIT","PRICKLEY PEAR","FULL","WY","CROOK","F","F","F","44.91142","-104.8829","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MOWRY","CRET","899","923"
"141","N","75","W","19","NESESE","S798","3301500034","MARSH TOM F INC","1 STATE","WILDCAT","SLABBED","ND","BURLEIGH","F","F","F","47.012714","-100.221974","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","STATE A","MISS","3898","3935"
"141","N","75","W","19","NESESE","S798","3301500034","MARSH TOM F INC","1 STATE","WILDCAT","SLABBED","ND","BURLEIGH","F","F","F","47.012714","-100.221974","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","TILSTON","MISS","3958","4019"
"55","N","70","W","32","SWSESE","E868","4900528064","QUINTANA PETROLEUM","1-32 VICTOR FEDERAL","WILDCAT","SLABBED","WY","CAMPBELL","F","F","F","44.70107","-105.29155","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MINNELUSA","PENN","7422","7482"
"57","N","74","W","31","NESE","S801","4900520250","STUARCO OIL","2 FEDERAL","RECLUSE","SLABBED","WY","CAMPBELL","T","F","F","44.8753","-105.7994","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MUDDY","CRETACEOUS","7395","7447"
"58","N","68","W","27","SWSE","S805","4901106165","AMERADA HESS CORP","2 STARR","LIGHTNING","FULL","WY","CROOK","F","F","F","44.98378","-105.01513","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MORRISON","JURA","3526","3531"
"58","N","99","W","19","NESE","S807","4902906919","PAN AM PETROLEUM","244 EBET","ELK BASIN","FULL","WY","PARK","F","F","F","44.99149","-108.84589","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DINWOODY","TRIA","6338","6339"
,,,,,,"S810",,"BOW VALLEY EXPL","1 SANDERS","WILDCAT",,"TX","MADISON","F","T","T",,,,"NO SPECIAL RESTRICTIONS","GLEN ROSE","CRET","10254","10314"
"2","S","6","E","4","SENW","S813","4901360095","PAN AM PETROLEUM","1-M S-A TRIBAL","WILDCAT","SLABBED","WY","FREMONT","F","F","T","42.92071","-108.17861","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","PHOSPHORIA","PERM","9147","9194"
"2","S","6","E","4","SENW","S813","4901360095","PAN AM PETROLEUM","1-M S-A TRIBAL","WILDCAT","SLABBED","WY","FREMONT","F","F","T","42.92071","-108.17861","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","TENSLEEP","PENN","9424","9453"
"17","N","77","W","8","NESWNE","S814","4900105168","CHEVRON OIL","2 SEVEN MILE UNIT","SEVEN MILE","FULL","WY","ALBANY","F","F","F","41.46294","-106.06635","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","FRONTIER","CRET","6024","6042"
"17","N","77","W","8","NESWNE","S814","4900105168","CHEVRON OIL","2 SEVEN MILE UNIT","SEVEN MILE","FULL","WY","ALBANY","F","F","F","41.46294","-106.06635","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA","CRET","6485","6533"
"15","N","67","W","19",,"S815","4902120110","CHAMPLIN PETROLEUM","1 AMOCO-174 CHAMPLIN","WILDCAT","SLABBED","WY","LARAMIE","F","F","T","41.25993","-104.94093","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA","CRET","10410","10612"
"54","N","68","W","2","SWSE","S816","4901121581","SUN OIL COMPANY","2 JEWELL FEDERAL","WILDCAT","SLABBED","WY","CROOK","F","T","T","44.68751","-104.99058","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","OPECHE","PERM","6120","6146"
"16","N","101","W","11",,"S817","4903720422","CHAMPLIN PETROLEUM","5 BRADY UNIT 11-11","BRADY","SLABBED","WY","SWEETWATER","T","T","T","41.38694","-108.75419","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","NUGGET","JURA","11590","11938"
"58","N","100","W","24","SENE","S809","4902906907","PAN AM PETROLEUM","139 ELK BASIN UNIT","ELK BASIN","FULL","WY","PARK","T","F","F","44.99556","-108.86541","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","FRONTIER","CRETACEOUS","1035","1145"
"19","N","113","W","1","SENWSE","S820","4902320054","AMOCO PRODUCTION","2 WILSON RANCH UNIT","WILSON RANCH","SLABBED","WY","LINCOLN","F","F","T","41.65583","-110.12211","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","PHOSPHORIA","PERM","16305","16327"
"23","N","96","W","35","C SW","S821","4903721878","AMOCO PRODUCTION","24 GREAT DIVIDE","GREAT DIVIDE","SLABBED","WY","SWEETWATER","T","F","F","41.91875","-108.23462","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","LEWIS","CRET","9648","9672"
"23","N","112","W","15","SESE","E886","4902305077","BELCO PETROLEUM","3 EMIGRANT SPRINGS UNIT","EMIGRANT SPRINGS","SLABBED","WY","LINCOLN","T","T","F","41.96916","-110.09927","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","FRONTIER","CRET","10452","10468"
"23","N","112","W","15","SESE","E886","4902305077","BELCO PETROLEUM","3 EMIGRANT SPRINGS UNIT","EMIGRANT SPRINGS","SLABBED","WY","LINCOLN","T","T","F","41.96916","-110.09927","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","FRONTIER","CRET","10491","10507"
"26","N","112","W","14","C NWSE","S825","4902305151","BELCO PETROLEUM","13 EAST LABARGE UNIT","EAST LABARGE","FULL","WY","LINCOLN","F","F","F","42.23322","-110.11855","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","FRONTIER","CRET","7827","7882"
"26","N","113","W","1",,"S826","4902305254","BELCO PETROLEUM","T-2 GREEN RIVER BEND UNIT","GREEN RIVER BEND","FULL","WY","LINCOLN","F","F","F","42.26148","-110.20968","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","WASATCH","TERT","2560","2568"
"26","N","113","W","1",,"S826","4902305254","BELCO PETROLEUM","T-2 GREEN RIVER BEND UNIT","GREEN RIVER BEND","FULL","WY","LINCOLN","F","F","F","42.26148","-110.20968","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","WASATCH","TERT","2607","2617"
"26","N","113","W","12",,"S828","4902305204","BELCO PETROLEUM","T-69-12 GREEN RIVER BEND UNIT","GREEN RIVER BEND","FULL","WY","LINCOLN","F","F","F","42.25521","-110.21931","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","WASATCH","TERT","2650","2665"
"17","N","76","W","18","NWSESW","S829","4900105138","CALIFORNIA OIL","9 WILSON","QUEALY","FULL","WY","ALBANY","F","F","F","41.44143","-105.97769","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","TENSLEEP","PENN","5368","5468"
"42","N","69","W","22","C NWNW","S832","4900524491","DAVIS OIL COMPANY","1 THUNDER CREEK FEDERAL","WILDCAT","THICK SLAB","WY","CAMPBELL","T","T","T","43.60621","-105.13935","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MOWRY","CRET","9645","9668"
"42","N","69","W","22","C NWNW","S832","4900524491","DAVIS OIL COMPANY","1 THUNDER CREEK FEDERAL","WILDCAT","THICK SLAB","WY","CAMPBELL","T","T","T","43.60621","-105.13935","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MUDDY","CRET","9667","9700"
"42","N","69","W","22","C NWNW","S832","4900524491","DAVIS OIL COMPANY","1 THUNDER CREEK FEDERAL","WILDCAT","THICK SLAB","WY","CAMPBELL","T","T","T","43.60621","-105.13935","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","SKULL CREEK","CRET","9744","9747"
"32","N","92","W","16","C SENW","S834","4901320972","DAVIS OIL COMPANY","1 MAGGIE STATE","WC","FULL","WY","FREMONT","F","F","F","42.7482","-107.84647","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DINWOODY","TRIA","4175","4280"
"33","N","69","W","2","NENW","S835","4900906335","BELCO PETROLEUM","2 SHAWNEE","FLAT TOP","FULL","WY","CONVERSE","F","F","T","42.86734","-105.10933","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","TEAPOT","CRET","6942","6949"
"33","N","69","W","11","NWSENW","S836","4900905976","BELCO PETROLEUM","5 SHAWNEE","FLAT TOP","FULL","WY","CONVERSE","F","F","F","42.85029","-105.11095","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","TEAPOT","CRET","7048","7062"
"33","N","69","W","13","SWSENE","S837","4900905002","BELCO PETROLEUM","6 SHAWNEE","FLAT TOP","FULL","WY","CONVERSE","F","F","F","42.82997","-105.08095","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","6913","6951"
"33","N","69","W","23","C SENE","S838","4900905481","BELCO PETROLEUM","3 SHAWNEE","FLAT TOP","FULL","WY","CONVERSE","F","F","T","42.82024","-105.09901","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","TEAPOT","CRET","6972","6980"
"33","N","69","W","23","C SENE","S838","4900905481","BELCO PETROLEUM","3 SHAWNEE","FLAT TOP","FULL","WY","CONVERSE","F","F","T","42.82024","-105.09901","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","TEAPOT","CRET","6990","6995"
"34","N","70","W","9","SWSESW","S839","4900921641","DAVIS OIL COMPANY","1 WEST ROBINSON FEDERAL","MIKES DRAW","SLABBED","WY","CONVERSE","T","F","F","42.92744","-105.26918","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","TEAPOT","CRET","7501","7561"
"51","N","69","W","8","SENW","S841","4900528448","APACHE CORPORATION","8-6 KANE","LONE CEDAR","FULL","WY","CAMPBELL","F","F","F","44.41742","-105.1766","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MINNELUSA","PENN","7045","7083"
"14","N","54","W","26","SWNW","S842","2610522262","LYNX EXPLORATION","1 DODIE","MADDEN","SLABBED","NE","KIMBALL","T","F","T","41.15396","-103.489946","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA J","CRET","5955","5992"
"53","N","68","W","26","NENE","S843","4901106012","DAVIS OIL COMPANY","1 ALLEN","WILDCAT","FULL","WY","CROOK","F","F","T","44.55473","-104.9857","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MINNELUSA","PENN","6651","6700"
"43","N","69","W","24","NESW","S846","4900523814","CITIES SERVICE","C-1 THUNDER CREEK FEDERAL","THUNDER CREEK","SLABBED","WY","CAMPBELL","F","F","F","43.68519","-105.09319","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MUDDY","CRET","8690","8746"
"43","N","69","W","24","SWNENE","S847","4900524055","CITIES SERVICE","C-3 THUNDER CREEK FEDERAL","THUNDER CREEK","SLABBED","WY","CAMPBELL","T","T","T","43.69251","-105.08445","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MOWRY","CRET","8637","8653"
"43","N","69","W","24","SWNENE","S847","4900524055","CITIES SERVICE","C-3 THUNDER CREEK FEDERAL","THUNDER CREEK","SLABBED","WY","CAMPBELL","T","T","T","43.69251","-105.08445","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MUDDY","CRET","8654","8692"
"27","N","113","W","4","SENE","S848","4903505561","BELCO PETROLEUM","89 BELFER NAT GAS","N LABARGE","FULL","WY","SUBLETTE","F","F","F","42.35808","-110.27931","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","WASATCH","TERT","1461","1465"
"27","N","113","W","4","SENE","S848","4903505561","BELCO PETROLEUM","89 BELFER NAT GAS","N LABARGE","FULL","WY","SUBLETTE","F","F","F","42.35808","-110.27931","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","2515","2577"
"43","N","69","W","23","NWNENE","S851","4900524060","CITIES SERVICE","C-4 THUNDER CREEK FEDERAL","THUNDER CREEK","SLABBED","WY","CAMPBELL","F","F","T","43.69293","-105.10306","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MUDDY","CRET","8780","8840"
"43","N","69","W","14","NWNESE","S852","4900524061","CITIES SERVICE","C-6 THUNDER CREEK FEDERAL","THUNDER CREEK","FULL","WY","CAMPBELL","T","F","F","43.70018","-105.10311","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MUDDY","CRET","9148","9150"
"161","N","82","W","24","W2NWNE","S853","3300901260","CHEVRON OIL","3 H HOFLAND","WILEY","SLABBED","ND","BOTTINEAU","F","F","T","48.761245","-101.242149","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MISSION CANYON","MISS","4078","4131"
"28","N","112","W","5","NWNE","S854","4903505888","BELCO PETROLEUM","52-5 MCDONALD DRAW UNIT","MCDONALD DRAW","FULL","WY","SUBLETTE","F","F","F","42.44621","-110.17445","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","WASATCH","TERT","3280","3305"
"14","N","54","W","26","NWNENW","S856","2610522261","LYNX EXPLORATION","1 BILLA","MADDEN","SLABBED","NE","KIMBALL","F","F","F","41.16222","-103.48589","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA J","CRET","5866","5908"
"164","N","84","W","32","C SWNW","S857","3307500549","KISSINGER PETROLEUM","5-32 HURDELBRINK","SHERWOOD","SLABBED","ND","RENVILLE","F","F","F","48.989395","-101.60325","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","SHERWOOD","MISS","4085","4122"
"28","N","113","W","20","SWSE","S858","4903505718","BELCO PETROLEUM","56 BELFER NATURAL GAS","TIP TOP SHALLOW","FULL","WY","SUBLETTE","F","F","F","42.39311","-110.29413","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","WASATCH","TERT","1314","1343"
"28","N","113","W","21","SWSW","S859","4903505727","BELCO PETROLEUM","57 BELFER NAT GAS","TIP TOP SHALLOW","FULL","WY","SUBLETTE","F","F","F","42.39493","-110.28175","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","1164","1204"
"7","N","93","W","16","SE","U714",,"NURE (BENDIX FIELD ENGINEERING)","18 SWB","SAND WASH BASIN","FULL DISCONTINUOUS SEGMENTS & CUTTINGS","CO","MOFFAT","T","F","T","40.55432","-107.83321","CENTER OF QUARTER SECTION","NO SPECIAL RESTRICTIONS","FORT UNION","TERTIARY","535","545"
"28","N","113","W","32","SENE","S861","4903505639","BELCO PETROLEUM","78 BELFER NAT GAS","TIP TOP SHALLOW","FULL","WY","SUBLETTE","F","F","F","42.37368","-110.28672","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","1788","1819"
"28","N","113","W","32","NESE","S862","4903505615","BELCO PETROLEUM","40 BELFER NAT GAS","LABARGE","FULL","WY","SUBLETTE","F","F","F","42.36804","-110.2875","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","1488","1509"
"28","N","113","W","32","NESE","S862","4903505615","BELCO PETROLEUM","40 BELFER NAT GAS","LABARGE","FULL","WY","SUBLETTE","F","F","F","42.36804","-110.2875","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","1689","1705"
"28","N","113","W","32","NESE","S862","4903505615","BELCO PETROLEUM","40 BELFER NAT GAS","LABARGE","FULL","WY","SUBLETTE","F","F","F","42.36804","-110.2875","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","1710","1717"
"43","N","69","W","13","SWNESE","S864","4900524111","CITIES SERVICE","C-7 THUNDER CREEK FEDERAL","THUNDER CREEK","SLABBED","WY","CAMPBELL","F","F","F","43.70055","-105.08366","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MUDDY","CRET","8813","8814"
"29","N","112","W","23","NESE","S865","4903506045","BELCO PETROLEUM","4 LONG ISLAND UNIT","LONG ISLAND","FULL","WY","SUBLETTE","F","F","T","42.48312","-110.14636","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","4948","4999"
"44","N","61","W","12","W2NENW","S866","4904522302","EXOIL SERVICES","12-4 L A K RANCH","SKULL CREEK","FULL","WY","WESTON","F","F","T","43.81275","-104.13269","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","NEWCASTLE","CRET","1174","1184"
"29","N","112","W","25","C SWSW","S868","4903505994","BELCO PETROLEUM","1 LONG ISLAND UNIT","LONG ISLAND","FULL","WY","SUBLETTE","F","F","F","42.46357","-110.14156","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","WASATCH","TERT","4368","4414"
"29","N","113","W","26","SESENE","E712","4903506020","BELCO PETROLEUM","B-54 BIG PINEY","BIG PINEY","SLABBED","WY","SUBLETTE","T","F","T","42.47187","-110.26001","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","3377","3406"
"29","N","112","W","26","SWNE","S870","4903506014","BELCO PETROLEUM","6 LONG ISLAND UNIT","LONG ISLAND","FULL","WY","SUBLETTE","F","F","T","42.46961","-110.14963","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","4637","4672"
"29","N","112","W","34","NESESW","S871","4903505925","BELCO PETROLEUM","50-34 MCDONALD DRAW UNIT","MCDONALD DRAW","FULL","WY","SUBLETTE","F","F","F","42.45219","-110.17577","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","WASATCH","TERT","3105","3155"
"31","N","113","W","3","C SWSW","S872","4903506202","BELCO PETROLEUM","K-1 MASON","WILDCAT","FULL","WY","SUBLETTE","F","F","F","42.69734","-110.29512","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","6910","6924"
"31","N","113","W","13","SESE","S873","4903506200","BELCO PETROLEUM","K-2 MASON","MASON","FULL","WY","SUBLETTE","F","F","T","42.67069","-110.2401","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","6976","6990"
"31","N","113","W","13","SESE","S873","4903506200","BELCO PETROLEUM","K-2 MASON","MASON","FULL","WY","SUBLETTE","F","F","T","42.67069","-110.2401","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MESAVERDE","CRET","9354","9397"
"37","N","3","E","31",,"T782",,"NORANDA EXPLORATION","2-80  CRATER CREEK",,"SPLIT - DISCONTINUOUS SEGMENTS","CO","RIO GRANDE","T","F","T","37.40962","-106.70253","CENTER OF SECTION","NO SPECIAL RESTRICTIONS","UNKNOWN",,"668","1006"
"1","S","63","W","8","NWSW","S882","0500107791","GRIFFIN PETROLEUM","1 KAREN","UNNAMED","FULL","CO","ADAMS","F","F","T","39.975551","-104.468889","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA J","CRET","7405","7427"
"43","N","69","W","26","NENE","S884","4900524019","CITIES SERVICE","E-1 THUNDER CREEK FEDERAL","THUNDER CREEK ","SLABBED","WY","CAMPBELL","F","F","F","43.67811","-105.1032","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MUDDY","CRET","8710","8743"
"26","N","112","W","32","SENE","S885","4902320232","PACIFIC TRANS SUPPLY","42-32 BUCK","FONTENELLE","SLABBED","WY","LINCOLN","F","F","F","42.19351","-110.17208","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","FRONTIER","CRET","7838","7895"
"2","S","59","W","22","SWSE","S886","0500106855","SUMMIT OILS LIMITED","1-A FLADDER-STATE","EAST LEADER","SLABBED","CO","ADAMS","T","F","F","39.856755","-103.968582","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA J","CRET","6225","6242"
"2","S","63","W","12","NESWSW","S888","0500106836","DAVIS EDWARD MIKE","3-12 HELZER","WILDCAT","SLABBED","CO","ADAMS","F","F","F","39.886642","-104.392456","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA J","CRET","7392","7412"
"31","N","44","E","11","S2NESW","S889","2510521293","WILLIAMS CLAYTON JR","2-11 SANDVIK",,"SLABBED","MT","VALLEY","F","T","F","48.455584","-105.970142","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","RATCLIFFE","MISS","5914","5943"
"31","N","44","E","11","S2NESW","S889","2510521293","WILLIAMS CLAYTON JR","2-11 SANDVIK",,"SLABBED","MT","VALLEY","F","T","F","48.455584","-105.970142","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MISSION CANYON","MISS","6040","6070"
"4","S","56","W","30","NENE","S890","0512109786","GRIFFIN MANAGEMENT","41-30 FRASIER FARMS",,"FULL","CO","WASHINGTON","F","F","F","39.680008","-103.689902","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA J","CRET","5072","5130"
"7","N","58","W","6","SESE","S891","0512311655","SUNDANCE OIL","1-6 OLSEN","WILD HORSE","THICK SLAB","CO","WELD","T","F","F","40.598146","-103.899416","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA","CRET","6353","6381"
"4","S","62","W","21","NESE","S893","0500506437","AMOCO PRODUCTION","2 UPRR 26 PAN AM B","QUILL","SLABBED","CO","ARAPAHOE","T","F","T","39.685035","-104.325552","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA J","CRET","7351","7365"
"4","S","64","W","22","C SENW","S896","0500506502","INTERCONT ENERGY","2 CAVANAUGH","CHALICE","FULL","CO","ARAPAHOE","F","F","T","39.689884","-104.539239","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA J","CRET","8117","8165"
"5","S","58","W","1","C NWNW","S897","0500506521","INTERCONT ENERGY","1 UPRR","WILCAT","FULL","CO","ARAPAHOE","F","F","F","39.651768","-103.833286","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA J","CRET","5511","5545"
"6","S","104","W","29","NENWNE","S898","0504506037","FUEL RESOURCES DEV","2-29 FEDERAL PRARIE CANYON","UNNAMED","FULL","CO","GARFIELD","F","F","F","39.516723","-109.006814","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","DAKOTA","CRET","5325","5360"
"6","S","104","W","29","NENWNE","S898","0504506037","FUEL RESOURCES DEV","2-29 FEDERAL PRARIE CANYON","UNNAMED","FULL","CO","GARFIELD","F","F","F","39.516723","-109.006814","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MORRISON","JURA","5400","5496"
"25","S","11","E","2","SWSE","S899","4301530197","RAINY RIVER RESOURCE","1-2 UTAH STATE","WILDCAT","SLABBED","UT","EMERY","T","F","T","38.6606","-110.66929","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","SINBAD","TRIA","1460","1478"
"13","N","100","W","16","NWSW","S120","4903705134","WEXPRO","TRAIL UNIT 5","TRAIL","FULL","WY","SWEETWATER","F","F","F","41.09925","-108.68012","PROVIDED BY DONOR",,"UNKNOWN",,"7024","7037"
"43","N","69","W","25","NENESW","S901","4900524151","CITIES SERVICE","F-1 THUNDER CREEK FEDERAL","THUNDER CREEK","SLABBED","WY","CAMPBELL","F","F","F","43.67104","-105.0932","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","MUDDY","CRET","8640","8661"
"2","N","66","W","29","C SENW","S902","0512308026","MARTIN OIL SERVICE","1 APPEL","SINGLETREE","FULL","CO","WELD","F","F","T","40.114608","-104.80831","FROM STATE RECORDS","NO SPECIAL RESTRICTIONS","SUSSEX","CRET","4564","4682"
